	url	text	id	dot	title	published	date_raw
3860	http://neurostars.org/p/3860/	 Hi! I have a dataset of DTI data (10 B0 followed by 200 directions) and I would like to be able to take automatically snapshots (png or jpeg ...) of several orientations for all my subjects. Does anybody have a commandline to do that ? Thanks Céline 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15453fa91ee:11b916:8d8172b5	first-story	How to automatize snapshots of different directions of DTI data ?	Tue, 26 Apr 2016 13:35:40 GMT	published:Tue, 26 Apr 2016 13:35:40 GMT -- Received: Tue, 26 Apr 2016 19:10:10 GMT
3859	http://neurostars.org/p/3859/	Hi list, I'm having some problems with a resting state cleaning script that I've hacked together in python from my own code and code borrowed from CPAC (motion24 + regression). The script is part of a larger pipeline but in short it calculates the Friston 24 motion parameters (from 6 parameters), white matter and CSF masks + time series then the first 6 principle components using the method outlin	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_154523c5a2d:4a59fc:7bd7a919	first-story	Where have I screwed up my resting state cleaning code?	Tue, 26 Apr 2016 10:43:44 GMT	published:Tue, 26 Apr 2016 10:43:44 GMT -- Received: Tue, 26 Apr 2016 11:02:47 GMT
3856	http://neurostars.org/p/3856/	Hi all, I am very new to brain scan analysis and NiPy. I have just tried to run the following code and changed all paths and filenames to suit my data. However, I keep coming up with a runtime error at the end. When I try to check the log for more details I get a list of letters and numbers and I'm not quite sure what this means or what I'm doing wrong. I've tried to add as many details as I can h	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_154507bf481:14cd930:77051e1f	first-story	RuntimeError: Workflow did not execute cleanly. Check log for details	Tue, 26 Apr 2016 02:32:53 GMT	published:Tue, 26 Apr 2016 02:32:53 GMT -- Received: Tue, 26 Apr 2016 02:53:01 GMT
3853	http://neurostars.org/p/3853/	" Hi, I would like to estimate the spatial smoothness of functional data on a cortical surface, similar to the ""RESEL"" as implemented in SPM for volumetric data. The only tool I have come across to do so is the Matlab SurfStat toolbox (http://www.math.mcgill.ca/keith/surfstat/). Is anyone aware of alternatives, that don't depend on Matlab and Freesurfer File formats? Also, the SurfStat website stat"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15444928ae3:357a739:80ff33e3	first-story	Smoothness estimation of cortical surface data	Sat, 23 Apr 2016 17:39:59 GMT	published:Sat, 23 Apr 2016 17:39:59 GMT -- Received: Sat, 23 Apr 2016 19:22:15 GMT
3849	http://neurostars.org/p/3849/	I'm having some issues running one of my nipype workflows on a new cluster. Specifically, the dcm2nii interface is running without errors, but is not storing the file for some reason. This workflow successfully runs on other systems and the file is correctly generated if I run the command.txt in the folder. Here is the command: dcm2nii -a y -c y -b config.ini -v y -d n -e y -g y -i n -n y -o . -p 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1543bc56328:13dc63e:80ff33e3	first-story	Nipype dcm2nii interface issue	Fri, 22 Apr 2016 00:46:25 GMT	published:Fri, 22 Apr 2016 00:46:25 GMT -- Received: Fri, 22 Apr 2016 02:21:12 GMT
3848	http://neurostars.org/p/3848/	 Scenario: Longitudinal image analysis with Nipype. Challenge: Differing number of timepoint for each subject Question: Is there any possibility that I can change number of inputs and outputs to nodes, depending on the available timepoints? Each subject might have different MRI sequences, and assume that at one node I need to collect all timepoints to do further analysis. I guess I can do the latt	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1543b206c63:104ddaa:46c52675	first-story	Dynamic nodes in Nipype	Thu, 21 Apr 2016 21:30:30 GMT	published:Thu, 21 Apr 2016 21:30:30 GMT -- Received: Thu, 21 Apr 2016 23:21:01 GMT
3843	http://neurostars.org/p/3843/	 Hi there, I'm debating how to design my experiment at the moment and the information I'm looking for is crucial in that decision. We're trying to do thalamic imaging but we're also interested in the inferior colliculus using 7T. As the latter is part of the midbrain it might experience pulsatile motion from the heart beat. At last year's OHBM2015 there were two oral presentations, one claiming th	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1543494f488:cb9c4b:7bd7a919	first-story	Brainstem pulsation at 7T: literature?	Wed, 20 Apr 2016 16:04:54 GMT	published:Wed, 20 Apr 2016 16:04:54 GMT -- Received: Wed, 20 Apr 2016 16:50:57 GMT
3837	http://neurostars.org/p/3837/	" Hi all, I am trying to plot a connectome plot using nilearns plot_connectome with different edges in various colors, depending on network membership (mostly). It seems edge_kwargs would allow me to do so as it says (""will be passed as kwargs for each edge matlotlib Line2D""). However, I could not figure out a way to lass a list of dicts, or a dict of dicts. Here is an example that gives all edges "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1543494f488:cb9c4a:7bd7a919	first-story	edge_kwargs in plot_connectome	Wed, 20 Apr 2016 14:06:10 GMT	published:Wed, 20 Apr 2016 14:06:10 GMT -- Received: Wed, 20 Apr 2016 16:50:57 GMT
3826	http://neurostars.org/p/3826/	" Hi. Here I got some questions about ds-000115 on openfmri.org (https://openfmri.org/dataset/ds000115/) The data represent ""Raw data (for subject XXX~)"", but the attached files contain some preprocessing parameters. For example, files in directory '~/sub001/model/model001/task001_run001.feat/reg'. I hopefuly expect I can utilize the preprocessing parameters for this large dataset. However, when I "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_154242bc02b:690af02:1029b533	first-story	OpenfMRI dataset 115 [ utilizing preprocessing parameters ]	Sun, 17 Apr 2016 12:11:10 GMT	published:Sun, 17 Apr 2016 12:11:10 GMT -- Received: Sun, 17 Apr 2016 12:22:07 GMT
3825	http://neurostars.org/p/3825/	 Hi all, I am currently working with the ABIDE data (downloaded from http://fcon_1000.projects.nitrc.org/indi/abide/). I am using the AAL atlas parcellation and I was wondering where I could find the MNI coordinates corresponding to each region. Thanks in advance! 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_154204d02f6:5cfb1ce:1029b533	first-story	MNI coordinates for AAL atlas	Sat, 16 Apr 2016 16:41:21 GMT	published:Sat, 16 Apr 2016 16:41:21 GMT -- Received: Sat, 16 Apr 2016 18:19:58 GMT
3823	http://neurostars.org/p/3823/	I am having trouble understanding the behavior of Nipype's IdentityInterface and SelectFiles interfaces. I am creating a Workflow that iterates over a list of subject IDs, running the same operations for each subject ID. Eventually it will run my fMRI analysis; right now I just want the Workflow to print the file paths of each subject's anatomical images—to check that the paths are correct, and al	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15411f342a7:1a3c5c3:1029b533	first-story	Understanding Nipype IdentityInterface and SelectFiles with iterables	Wed, 13 Apr 2016 21:48:05 GMT	published:Wed, 13 Apr 2016 21:48:05 GMT -- Received: Wed, 13 Apr 2016 23:27:15 GMT
3822	http://neurostars.org/p/3822/	Segregation of a large population of patients with Bipolar Disorder using novel anatomical and diffusion weighted imaging processing tools and machine learning Postdoctoral position in Neurospin for 18 months with possible extensions, Neurospin, France Bipolar disorder (BD) is a chronic psychiatric illness affecting 1% of the population, characterized by the recurrences of major depressive and man	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1540eb8da55:817418:1029b533	first-story	Job: Post doc position in Machine Learning in Neurospin	Wed, 13 Apr 2016 06:47:50 GMT	published:Wed, 13 Apr 2016 06:47:50 GMT -- Received: Wed, 13 Apr 2016 08:24:36 GMT
3821	http://neurostars.org/p/3821/	 I was wondering whether ANTs could be used in order to do a skullstrip. Would it be possible to make ANTs position the template onto a NIfTI in such a way that there is a minimal mount of signal around the edge of the template (which would correspond to the signal gap gven by the skull). Does anybody know more about this? The reason I am asking is that I am working with mouse brains, for which I 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1540b7733cd:12b3e9f7:80ff33e3	first-story	Skull Stripping with ANTs	Tue, 12 Apr 2016 16:13:39 GMT	published:Tue, 12 Apr 2016 16:13:39 GMT -- Received: Tue, 12 Apr 2016 17:14:02 GMT
3820	http://neurostars.org/p/3820/	 Hello! I have a pipeline using the Rename utility ( https://github.com/nipy/nipype/blob/4b392d55e469290139fc63d1a95928d665a2b08d/nipype/interfaces/utility.py#L155) connected to a DataSink. It seems that the DataSink's outputs are just symbolic links to the original workflow node that generated them (the input to the Rename node). I would prefer if the DataSink actually copied the files, rather th	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1540a12f958:1237bc64:7bd7a919	first-story	Using Rename -> DataSink without symlinks?	Tue, 12 Apr 2016 08:24:40 GMT	published:Tue, 12 Apr 2016 08:24:40 GMT -- Received: Tue, 12 Apr 2016 10:44:56 GMT
3819	http://neurostars.org/p/3819/	 To make it more userfriendly I am trying to move to ipython-notebook. I setup the all_fmb_pipeline and it's working fine, once. The combination of massive output and autosave caused a 2MB ipython-notebook file. This file seems to be too large to be load again. How can I redirect / disable the output? Interfaces have the terminal_output: ('stream' or 'allatonce' or 'file' or 'none') option but not	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1540a12f958:1237bc63:7bd7a919	first-story	all_fmb_pipeline kills ipython-notebook	Tue, 12 Apr 2016 07:56:24 GMT	published:Tue, 12 Apr 2016 07:56:24 GMT -- Received: Tue, 12 Apr 2016 10:44:56 GMT
3815	http://neurostars.org/p/3815/	 I am trying to run flameo to fit a mixed-effects GLM. I am using the following command: flameo --copefile=cope_merged.nii.gz --covsplitfile=design.grp --designfile=design.mat --ld=stats --maskfile=ds_QBI_chr_bin.nii.gz --runmode=ols --tcontrastsfile=design.con --varcopefile=varcb_merged.nii.gz And I am getting this output: Log directory is: stats Setting up: An exception has been thrown Logic err	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153e7a1d15e:72bed4d:7bd7a919	first-story	Logic error when using FSL's flameo	Tue, 05 Apr 2016 18:00:34 GMT	published:Tue, 05 Apr 2016 18:00:34 GMT -- Received: Tue, 05 Apr 2016 18:14:15 GMT
3810	http://neurostars.org/p/3810/	I have a workflow where I iterate over participants via infosource.iterables. I would like to store my data in a BIDS-like structure, meaning: /subject/ /scantype The closest I could get is currently: / /subject/scantype To visualize my directory structure, this currently looks like: $ ls DIAGNOSTIC/*/* DIAGNOSTIC/MELODIC_reports/_condition_ERC_ofM_subject_5502: _scan_type_7_EPI_CBV_alej _scan_typ	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153e4568b1a:62e375b:80ff33e3	first-story	BIDS-like structure for NiPype datasink	Tue, 05 Apr 2016 00:20:30 GMT	published:Tue, 05 Apr 2016 00:20:30 GMT -- Received: Tue, 05 Apr 2016 02:53:10 GMT
3809	http://neurostars.org/p/3809/	I have a workflow where I iterate over participants via infosource.iterables. I would like to store my data in a BIDS-like structure, meaning: /subject/ /scantype The closest I could get is currently: / /subject/scantype To visualize my directory structure, this currently looks like: $ ls DIAGNOSTIC/*/* DIAGNOSTIC/MELODIC_reports/_condition_ERC_ofM_subject_5502: _scan_type_7_EPI_CBV_alej _scan_typ	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153e4568b1a:62e375a:80ff33e3	first-story	BIDS-like structure for NiPype datasink	Tue, 05 Apr 2016 00:20:26 GMT	published:Tue, 05 Apr 2016 00:20:26 GMT -- Received: Tue, 05 Apr 2016 02:53:10 GMT
3808	http://neurostars.org/p/3808/	 PhD student / Postdoc positions in systems neuroscience available in the laboratory of Vincent Bonin at Neuro-Electronics Research Flanders in Leuven, Belgium. The successful candidate will apply optogenetic and cellular imaging techniques to study encoding of sensory information in the visual cortex of awake, behaving mice. Profile: – PhD in neuroscience, computer science, physics, mathematics o	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153d18862f2:b1ddab:7bd7a919	first-story	Job: PhD student / Postdoc positions in systems neuroscience in Leuven Belgium	Fri, 01 Apr 2016 11:14:25 GMT	published:Fri, 01 Apr 2016 11:14:25 GMT -- Received: Fri, 01 Apr 2016 11:14:49 GMT
3807	http://neurostars.org/p/3807/	We are looking for an enthusiastic and talented individual with broad practical technical skills to spur our laboratory’s software and hardware development. The ideal candidate is skilled at prototyping, systems integration, digital signal processing and software development. Responsibilities: Support researchers with development of software and hardware directed towards the study of brain functio	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153d18862f2:b1ddaa:7bd7a919	first-story	Job: Neuro-engineer position in Leuven, Belgium	Fri, 01 Apr 2016 11:11:29 GMT	published:Fri, 01 Apr 2016 11:11:29 GMT -- Received: Fri, 01 Apr 2016 11:14:49 GMT
3806	http://neurostars.org/p/3806/	Original full posting and application instructions could be found at http://searchjobs.dartmouth.edu/postings/36530 DataLad project ( http://datalad.org ) is a collaborative USA/Germany NSF/BMBF-funded project to establish data distribution for a variety of datasets in neuroscience and beyond. We are looking for a full-time (part-time might be considered) software developer to work on the project 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153cf984e3d:1463d7:7bd7a919	first-story	Job: Python guru for the DataLad project at Dartmouth College, NH	Thu, 31 Mar 2016 23:40:35 GMT	published:Thu, 31 Mar 2016 23:40:35 GMT -- Received: Fri, 01 Apr 2016 02:12:58 GMT
3804	http://neurostars.org/p/3804/	 Hi all, Would it be possible to use nipy/nipype to coregister two sequences (e.g. non-contrast T1 and contrast-enhanced T1) and then subtract the two images to get a multidimensional representation of the enhancing areas only? Thank you, OA 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153c5e632e1:7bf08c:f050b7cf	first-story	Coregistration and Subtraction	Wed, 30 Mar 2016 02:06:52 GMT	published:Wed, 30 Mar 2016 02:06:52 GMT -- Received: Wed, 30 Mar 2016 05:01:51 GMT
3801	http://neurostars.org/p/3801/	" If both lines are used in a node specification, what actually happens? The intent was to have one element of file_name_data_list be used per node, rather than passing the whole list into each iterable node copy. Program works and seems to be doing the ""right"" thing. Also works without the second, inputs.file_name_data line. node_get_all_data.iterables =[('file_name_data', file_name_data_list) ] n"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153b3c69741:1582db66:bc27e115	first-story	Iterables input double specified- what happens?	Sat, 26 Mar 2016 15:27:55 GMT	published:Sat, 26 Mar 2016 15:27:55 GMT -- Received: Sat, 26 Mar 2016 16:34:09 GMT
3800	http://neurostars.org/p/3800/	" Why are jobs queued, or not queued in a nipype workflow. What are the computational bottlenecks to queuing jobs? How does the number of cores requested at each level cause things to be divided up (I thought initially, each node was independent)? Is a certain amount of memory needed as a critical mass per core to make things ""go quick"" as opposed to just ""run without crashing""? How can I effective"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153b3c69741:1582db65:bc27e115	first-story	nipype debug slurm queue	Sat, 26 Mar 2016 15:24:27 GMT	published:Sat, 26 Mar 2016 15:24:27 GMT -- Received: Sat, 26 Mar 2016 16:34:09 GMT
3798	http://neurostars.org/p/3798/	Applications are invited for a postdoctoral fellowship under the mentorship of Dr. Carolyn Parkinson in the Department of Psychology at UCLA beginning Fall or Winter 2016 (start date is flexible). The successful candidate will have the opportunity to contribute to research projects that integrate neuroimaging, machine learning, social network analysis, and behavioral experimentation to investigate	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153b1320a5e:14d8da9e:bc27e115	first-story	Job: Postdoctoral fellowship at UCLA	Sat, 26 Mar 2016 01:53:57 GMT	published:Sat, 26 Mar 2016 01:53:57 GMT -- Received: Sat, 26 Mar 2016 04:32:40 GMT
3796	http://neurostars.org/p/3796/	 What causes a running workflow to accumulate memory? I thought each node handled its own memory requirements, so the wf job itself should be quite light. https://neurostars.org/p/1873/#1874 alludes to the prov file consuming tons of memory, but the reply suggests otherwise. Is a 20GB prov file really reasonable? That would be a lot of text. I don't even see a single prov file because the workflow	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153adf863da:13f0c8f2:70e34146	first-story	what drives workflow memory?	Fri, 25 Mar 2016 13:04:20 GMT	published:Fri, 25 Mar 2016 13:04:20 GMT -- Received: Fri, 25 Mar 2016 13:30:50 GMT
3795	http://neurostars.org/p/3795/	Hi, I have a question about setting the amplitude of a parameter in a nipy design matrix. Basically, I have included the onsets of juice trials in the model, and a second regressor using the same juice trial onsets, with the amplitude modulated by a parameter from a VTA model. In the design matrix, which I have plotted below, showing the first 400 trials for the juice regressor (blue) and the VTA 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153ac07f07a:135462e2:bc27e115	first-story	Nipy design matrix - setting amplitude of regressor	Fri, 25 Mar 2016 02:16:19 GMT	published:Fri, 25 Mar 2016 02:16:19 GMT -- Received: Fri, 25 Mar 2016 04:28:34 GMT
3791	http://neurostars.org/p/3791/	 Currently I'm doing ants normalization by corregistering the mean functional to the subject structural using bbregister, followed by registering the subject structural to the 1mm MNI template. Since the functional image is with voxels 3x3x3, I'd like to re-sample the final image to be with the same dimensional (otherwise I get huge functional images (~8GB each run). Here it is suggested to do an 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153aabdf566:12f5699d:bc27e115	first-story	Simple affine transformation from 1mm MNI anatomical image to 2mm MNI anatomical image with ANTS and nipype	Thu, 24 Mar 2016 21:49:58 GMT	published:Thu, 24 Mar 2016 21:49:58 GMT -- Received: Thu, 24 Mar 2016 22:28:09 GMT
3790	http://neurostars.org/p/3790/	The registration for the fourth OHBM Hackathon is now open! Thanks to the generous support of our sponsors, the OHBM special interest group in open science will award a limited number of stipends to students attending the OHBM Hackathon 2016, including free registration and 500 USD for travel and accommodations. If you would like to apply for one of the stipends, please email the following materia	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153aabdf566:12f5699c:bc27e115	first-story	News: OHBM Hackathon 2016 - Stipends Application	Thu, 24 Mar 2016 20:46:21 GMT	published:Thu, 24 Mar 2016 20:46:21 GMT -- Received: Thu, 24 Mar 2016 22:28:09 GMT
3789	http://neurostars.org/p/3789/	 Is there anyway to capture the provenance file despite a workflow crash? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153aa1904a8:12bdb93c:bc27e115	first-story	create provenance despite workflow crash?	Thu, 24 Mar 2016 18:27:38 GMT	published:Thu, 24 Mar 2016 18:27:38 GMT -- Received: Thu, 24 Mar 2016 19:27:59 GMT
3784	http://neurostars.org/p/3784/	 Hi, I am not very familiar with the signal regression/nuisance correction part of a resting-state pre-processing pipeline. I am looking for a node in nipype to perform signal extraction from different ROIS, such as white-matter or CSF from co-registered anatomical segmentation. This step would be to perform signal regression of motion corrected resting state images. I could try to implement an in	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153a39f0e72:1085535e:70e34146	first-story	Signal extraction for nuisance correction	Wed, 23 Mar 2016 11:02:50 GMT	published:Wed, 23 Mar 2016 11:02:50 GMT -- Received: Wed, 23 Mar 2016 13:17:03 GMT
3783	http://neurostars.org/p/3783/	 Hello, I have a question regarding the ds006A dataset from the openfMRI project. I want to extract fMRI volumes for certain conditions from this task, but I'm not sure how the fMRI volumes correspond to the given onset times for each condition. The nifti-files for each run contain 205 fMRI volumes, the latest condition onset time is around 400 sec. As the TR is 2.0 sec I assume that the runs took	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153a2f72846:104868f3:bc27e115	first-story	openfmri dataset ds006A - condition onsets and fmri volumes	Wed, 23 Mar 2016 09:46:43 GMT	published:Wed, 23 Mar 2016 09:46:43 GMT -- Received: Wed, 23 Mar 2016 10:13:40 GMT
3781	http://neurostars.org/p/3781/	 I modified a design.mat file extracted from a regular feat analysis and I now want to rerun the analysis using the new design.mat file I created. How do I call the feat function so that it grabs all the old information like the contrasts, registragion, design.fsf, etc but that uses my new design.mat file? Thanks for all the help! 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153a106bc05:fb2f2fe:bc27e115	first-story	Use a new FSL design.mat in	Tue, 22 Mar 2016 22:31:36 GMT	published:Tue, 22 Mar 2016 22:31:36 GMT -- Received: Wed, 23 Mar 2016 01:11:26 GMT
3778	http://neurostars.org/p/3778/	Using iterables seems to lead to nipype making sub working directories with exorbitantly long names that can't be made on the file system, leading to the crash (I think, considering running with a shorter 'test' set works just fine). The solution is probably to use datagrabber rather than the incredibly intuitive and easy .synchronize option. It's using the iterable inside test_list to name the no	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1539fb8d02d:f43de23:bc27e115	first-story	nipype wf directory with too long name causes crash using iterable	Tue, 22 Mar 2016 19:07:10 GMT	published:Tue, 22 Mar 2016 19:07:10 GMT -- Received: Tue, 22 Mar 2016 19:06:42 GMT
3772	http://neurostars.org/p/3772/	" Using a Jupyter notebook and nipype_display_crash -i crash*.pklz: Why does ""next"" and ""where"" at the debug command only show the node name and the line number? I actually get no insight into the code itself. ipdb> n :138: VisibleDeprecationWarning: boolean index did not match indexed array along dimension 0; dimension is 6553 but corresponding boolean dimension is 6552 > (139)extraTreeReg() l (lo"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1539c76393a:e2bcf34:bc27e115	first-story	interactive debug nipype list/ where not working?	Tue, 22 Mar 2016 01:15:57 GMT	published:Tue, 22 Mar 2016 01:15:57 GMT -- Received: Tue, 22 Mar 2016 03:55:06 GMT
3771	http://neurostars.org/p/3771/	" Using a Jupyter notebook and nipype_display_crash -i crash*.pklz: Why does ""next"" and ""where"" at the debug command only show the node name and the line number? I actually get no insight into the code itself. ipdb> n :138: VisibleDeprecationWarning: boolean index did not match indexed array along dimension 0; dimension is 6553 but corresponding boolean dimension is 6552 > (139)extraTreeReg() l (lo"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1539c76393a:e2bcf33:bc27e115	first-story	interactive debug nipype list/ where not working?	Tue, 22 Mar 2016 01:15:56 GMT	published:Tue, 22 Mar 2016 01:15:56 GMT -- Received: Tue, 22 Mar 2016 03:55:06 GMT
3770	http://neurostars.org/p/3770/	Hi list, I'm working with stroke lesioned brains and have decided to use ANTs to normalise them to MNI space in a nipype pipeline (using a combined affine / syn estimation?) The problems however are the bewildering range of options in ANT, the range of lesions sizes and my lack of knowledge when it comes to what most of the settings mean (I've gone through the ANTs manual). So, does anyone out the	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15396643804:c692aae:bc27e115	first-story	Optimal ANTs configuration for incorporating lesion mask?	Sun, 20 Mar 2016 23:00:19 GMT	published:Sun, 20 Mar 2016 23:00:19 GMT -- Received: Sun, 20 Mar 2016 23:37:43 GMT
3769	http://neurostars.org/p/3769/	I'm having trouble specifying a contrast in nipype with EstimateContrast node. I have the following situation (simplified): 4 conditions 2 sessions the first 2 conditions are present only in sessions 1-2, while the second two conditions are present only in sessions 3-4 I am using time and dispersion derivatives Let's say I want to contrast conditions 1 and 2 vs 3 and 4. Given the above restriction	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1538ac010db:92ee801:70e34146	first-story	Nipype EstimateContrast specification	Fri, 18 Mar 2016 15:38:56 GMT	published:Fri, 18 Mar 2016 15:38:56 GMT -- Received: Fri, 18 Mar 2016 17:22:36 GMT
3765	http://neurostars.org/p/3765/	Dear colleagues, I am trying to analyze OpenfMRI dataset 115: https://openfmri.org/dataset/ds000115/ . The functional runs in the dataset correspond to 0-back, 1-back and 2-back tasks. I have encountered two issues: 1. task001, task002 and task003 are all labeled as 'letter n-back task', so it's not clear what is the relationship between task and run, i.e. does task001 correspond to 0-back, task00	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1538588ff3b:78f6e1a:bc27e115	first-story	Openfmri.org dataset 115 task order	Thu, 17 Mar 2016 17:02:19 GMT	published:Thu, 17 Mar 2016 17:02:19 GMT -- Received: Thu, 17 Mar 2016 17:04:21 GMT
3764	http://neurostars.org/p/3764/	 Hello! Do you know of any super-resolution tool to combine 3 structural MRIs with anisotropic voxels into a single 1 with isotropic voxels ? Is there something like that in FSL, AFNI our MINC ? thank you, roberto 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1538588ff3b:78f6e19:bc27e115	first-story	Tools for super resolution ?	Thu, 17 Mar 2016 15:06:31 GMT	published:Thu, 17 Mar 2016 15:06:31 GMT -- Received: Thu, 17 Mar 2016 17:04:21 GMT
3760	http://neurostars.org/p/3760/	 Hi list, I'm playing around with noise regressors using a single participant's resting state fMRI and have an odd pattern of correlation after removing the motion regressors (output from SPM - 6 parameters). In the below link I've got several images, each calculated the same way (raw epi image with voxels to be correlated masked by a grey / white matter mask, selecting every 10th voxel (RAM const	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153790e40c7:35c0c03:70e34146	first-story	Resting state residuals - high correlation between voxels when only motion removed?	Tue, 15 Mar 2016 05:08:18 GMT	published:Tue, 15 Mar 2016 05:08:18 GMT -- Received: Tue, 15 Mar 2016 06:54:50 GMT
3759	http://neurostars.org/p/3759/	 I am trying to write a diagnostic workflow which does through all of my subjects, tries to find any measurement conditions and scans types from a given list, and run a few basic tests on them. Which conditions ans scan types have been measured differs from participant to participant - so it is difficult to iterate correctly (the IdentityInterface iterables creates a cartesian product matrix, and 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1536eb45bf4:4ba046:bc27e115	first-story	Make NiPype node fail quietly	Sun, 13 Mar 2016 05:33:09 GMT	published:Sun, 13 Mar 2016 05:33:09 GMT -- Received: Sun, 13 Mar 2016 06:40:27 GMT
3758	http://neurostars.org/p/3758/	 Hello, This might be elementary, but I'm trying to understand how this works: http://www.brain-map.org/api/examples/examples/structures/index.html There is a downloadable tar.gz archive to gather data from the Allen Brain Atlas's API and construct the structural similarity network seen on the page. I've been through the download_data.py file and have a general understanding of its functions, but 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1536c1fb246:85a797e:ae8aca10	first-story	Allen Brain Atlas API JS files	Sat, 12 Mar 2016 16:17:25 GMT	published:Sat, 12 Mar 2016 16:17:25 GMT -- Received: Sat, 12 Mar 2016 18:38:49 GMT
3753	http://neurostars.org/p/3753/	 I am using FSL's glm function to compute the COPEs (contrast parameter estimtes) for a given contrast. I am doing this over multiple subjects. How can I integrate the COPEs from all the subjects to get a population contrast estimate? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_153664d33f0:696e729:fb0a47d9	first-story	FSL - calculate COPE at population level	Fri, 11 Mar 2016 15:01:07 GMT	published:Fri, 11 Mar 2016 15:01:07 GMT -- Received: Fri, 11 Mar 2016 15:30:48 GMT
3751	http://neurostars.org/p/3751/	 I understand the general idea of how to create a custom function interface for nipype from here: http://nipy.org/nipype/users/function_interface.html I have a specific question about outputs. Let's say that my inputs are realignment motion parameters. I have written a custom function that produces plots about movement with pyplot. What should the function return so that when I call this node and 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1536311f59c:58aa580:fb0a47d9	first-story	Creating a custom function interface in nipype	Thu, 10 Mar 2016 23:07:55 GMT	published:Thu, 10 Mar 2016 23:07:55 GMT -- Received: Fri, 11 Mar 2016 00:27:14 GMT
